,keep as it is,Same as attendeefk,,Just write the name I will convert to id,keep it as it is,,optional,optional,keep it as it is,keep it as it is,keep it as it is,"1 = done, -1 cancelled",
2006/10/20 18:49,NULL,333,108585,333,1,2006/10/20 18:49,,Assessed in person,NULL,NULL,NULL,1,2006/10/20 18:49
2006/12/04 19:36,NULL,89,106780,89,1,2006/12/04 19:36,,Phone assessed,NULL,NULL,NULL,1,2006/12/04 19:36
2006/10/02 19:28,NULL,333,106643,333,1,2006/10/02 19:28,,Assessed in person,NULL,NULL,NULL,1,2006/10/02 19:28
2006/10/06 19:01,NULL,276,106174,276,1,2006/10/06 19:01,,Assessed in person,NULL,NULL,NULL,1,2006/10/06 19:01
2006/09/27 19:25,NULL,89,106114,89,1,2006/09/27 19:25,,Assessed in person,NULL,NULL,NULL,1,2006/09/27 19:25
2006/12/13 18:58,NULL,276,105965,276,1,2006/12/13 18:58,,Assessed in person,NULL,NULL,NULL,1,2006/12/13 18:58
2006/09/21 16:01,NULL,333,104854,333,1,2006/09/21 16:01,,Assessed in person,NULL,NULL,NULL,1,2006/09/21 16:01
2006/10/27 15:05,NULL,332,104521,333,1,2006/10/27 15:05,,Assessed in person,NULL,NULL,NULL,1,2006/10/27 15:05
2006/09/22 20:47,NULL,69,104469,333,1,2006/09/22 20:47,,Assessed in person,NULL,NULL,NULL,1,2006/09/22 20:47
2006/11/30 19:59,NULL,118,103367,196,1,2006/11/30 19:59,,Assessed in person,NULL,NULL,NULL,1,2006/11/30 19:59
2006/10/27 15:38,NULL,264,102323,264,1,2006/10/27 15:38,,Assessed in person,NULL,NULL,NULL,1,2006/10/27 15:38
2006/12/18 19:16,NULL,278,101817,7,1,2006/12/18 19:16,,Assessed in person,NULL,NULL,NULL,1,2006/12/18 19:16
2006/10/19 11:11,NULL,91,101750,160,1,2006/10/19 11:11,,Assessed in person,NULL,NULL,NULL,1,2006/10/19 11:11
2006/11/07 13:26,NULL,183,101238,183,1,2006/11/07 13:26,,Assessed in person,NULL,NULL,NULL,1,2006/11/07 13:26
2006/11/01 16:29,NULL,122,100515,276,1,2006/11/01 16:29,,Assessed in person,NULL,NULL,NULL,1,2006/11/01 16:29
2007/04/13 17:07,NULL,122,100512,276,1,2007/04/26 17:48,,Assessed in person,NULL,NULL,NULL,1,2007/04/26 17:48
2006/10/25 19:07,NULL,332,100215,326,1,2006/10/26 19:47,,Assessed in person,NULL,NULL,NULL,1,2006/10/26 19:47
2006/10/10 14:37,NULL,11,100048,183,1,2006/10/11 21:01,,Assessed in person,NULL,NULL,NULL,1,2006/10/11 21:01
2006/09/25 13:42,NULL,168,99793,186,1,2006/10/03 21:28,,Assessed in person,NULL,NULL,NULL,1,2006/10/03 21:28
2006/10/23 17:18,NULL,118,99692,99,1,2006/10/26 17:54,,Assessed in person,NULL,NULL,NULL,1,2006/10/26 17:54
2006/09/07 17:51,NULL,276,99547,276,1,2006/09/07 17:51,,Assessed in person,NULL,NULL,NULL,1,2006/09/07 17:51
2008/11/20 12:26,NULL,303,99526,303,1,2008/11/20 12:26,,Assessed in person,NULL,NULL,NULL,1,2008/11/20 12:26
2006/10/01 17:28,NULL,186,99524,186,1,2006/10/01 17:28,,Assessed in person,NULL,NULL,NULL,1,2006/10/01 17:28
2006/09/12 21:07,NULL,168,99521,203,1,2006/09/13 12:00,,Assessed in person,NULL,NULL,NULL,1,2006/09/13 12:00
2006/10/30 11:22,NULL,332,99388,322,1,2006/10/30 11:22,,Assessed in person,NULL,NULL,NULL,1,2006/10/30 11:22
2006/09/06 18:48,NULL,332,99161,322,1,2006/09/06 18:48,,Phone assessed,NULL,NULL,NULL,1,2006/09/06 18:48
2006/09/06 9:58,NULL,89,99145,89,1,2006/09/06 9:58,,Assessed in person,NULL,NULL,NULL,1,2006/09/06 9:58
2006/11/01 12:29,NULL,32,99062,333,1,2006/11/01 12:29,,Assessed in person,NULL,NULL,NULL,1,2006/11/01 12:29
2006/09/11 10:41,NULL,69,99005,89,1,2006/09/13 18:19,,Assessed in person,NULL,NULL,NULL,1,2006/09/13 18:19
2008/05/19 12:17,NULL,180,98755,168,1,2008/05/20 11:08,,Assessed in person,NULL,NULL,NULL,1,2008/05/20 11:08
2007/02/08 10:53,NULL,371,98714,276,1,2007/02/08 10:53,,Assessed in person,NULL,NULL,NULL,1,2007/02/08 10:53
2007/02/01 17:48,NULL,168,98670,89,1,2007/02/06 20:53,,Assessed in person,NULL,NULL,NULL,1,2007/02/06 20:53
2006/11/14 20:57,NULL,203,98407,203,1,2006/11/14 20:57,,Assessed in person,NULL,NULL,NULL,1,2006/11/14 20:57
2006/10/20 20:19,NULL,32,98405,333,1,2006/10/24 21:59,,Assessed in person,NULL,NULL,NULL,1,2006/10/24 21:59
2006/08/28 17:20,NULL,333,98335,333,1,2006/08/28 17:20,,Assessed in person,NULL,NULL,NULL,1,2006/08/28 17:20
2006/08/30 11:05,NULL,186,98237,186,1,2006/08/30 11:05,,Assessed in person,NULL,NULL,NULL,1,2006/08/30 11:05
2006/09/07 11:52,NULL,168,98228,168,1,2006/09/12 19:35,,Assessed in person,NULL,NULL,NULL,1,2006/09/12 19:35
2006/09/07 12:19,NULL,278,98184,183,1,2006/09/11 17:23,,Assessed in person,NULL,NULL,NULL,1,2006/09/11 17:23
2006/10/31 19:28,NULL,278,98178,7,1,2006/10/31 19:28,,Assessed in person,NULL,NULL,NULL,1,2006/10/31 19:28
2006/10/18 11:17,NULL,107,98037,89,1,2006/10/27 14:00,,Assessed in person,NULL,NULL,NULL,1,2006/10/27 14:00
2007/08/21 18:59,NULL,333,97977,333,1,2007/08/21 18:59,,Assessed in person,NULL,NULL,NULL,1,2006/10/27 14:00
2006/08/29 19:06,NULL,107,97853,186,1,2006/09/01 13:33,,Assessed in person,NULL,NULL,NULL,1,2006/09/01 13:33
2006/09/15 18:45,NULL,92,97837,186,1,2006/09/20 22:16,,Assessed in person,NULL,NULL,NULL,1,2006/09/20 22:16
2007/02/15 11:02,NULL,168,97409,89,1,2007/02/26 16:16,,Assessed in person,NULL,NULL,NULL,1,2007/02/26 16:16
2009/09/03 16:19,NULL,276,97166,276,1,2009/09/03 16:19,,Assessed in person,NULL,NULL,NULL,1,2009/09/03 16:19
2006/09/19 10:49,NULL,122,97059,183,1,2006/09/19 20:01,,Assessed in person,NULL,NULL,NULL,1,2006/09/19 20:01
2006/01/16 12:15,NULL,79,29776,322,1,2006/11/25 11:52,,Assessed in person,NULL,NULL,NULL,1,2006/11/25 11:52
2006/09/22 10:56,NULL,276,96488,183,1,2006/09/26 19:00,,Assessed in person,NULL,NULL,NULL,1,2006/09/26 19:00
2006/10/19 19:20,NULL,122,96486,183,1,2006/10/24 19:00,,Assessed in person,NULL,NULL,NULL,1,2006/10/24 19:00
2006/10/17 14:26,NULL,168,96474,203,1,2006/10/25 21:06,,Assessed in person,NULL,NULL,NULL,1,2006/10/25 21:06
2006/10/03 15:27,NULL,308,96405,89,1,2006/10/05 13:43,,Assessed in person,NULL,NULL,NULL,1,2006/10/05 13:43
2009/01/19 17:19,NULL,276,96341,276,1,2009/01/19 17:19,,Assessed in person,NULL,NULL,NULL,1,2009/01/19 17:19
2006/08/28 14:59,NULL,118,96321,333,1,2006/08/29 20:55,,Assessed in person,NULL,NULL,NULL,1,2006/08/29 20:55
2006/11/02 11:37,NULL,332,96205,322,1,2006/11/14 10:59,,Assessed in person,NULL,NULL,NULL,1,2006/11/14 10:59
2006/09/11 16:20,NULL,122,96180,183,1,2006/09/11 20:10,,Assessed in person,NULL,NULL,NULL,1,2006/09/11 20:10
2006/10/17 18:20,NULL,278,96134,183,1,2006/10/19 12:24,,Assessed in person,NULL,NULL,NULL,1,2006/10/19 12:24
2006/09/20 10:54,NULL,122,96064,183,1,2006/09/20 20:00,,Assessed in person,NULL,NULL,NULL,1,2006/09/20 20:00
2008/02/07 10:51,NULL,153,96061,272,1,2008/02/13 19:07,,Assessed in person,NULL,NULL,NULL,1,2008/02/13 19:07
2006/11/27 12:00,NULL,335,96008,186,1,2006/11/27 22:42,,Assessed in person,NULL,NULL,NULL,1,2006/11/27 22:42
2006/09/06 11:01,NULL,122,95957,183,1,2006/09/07 20:00,,Assessed in person,NULL,NULL,NULL,1,2006/09/07 20:00
2006/12/08 10:11,NULL,69,95919,333,1,2006/12/08 10:11,,Assessed in person,NULL,NULL,NULL,1,2006/12/08 10:11
2006/08/22 8:25,NULL,276,95529,276,1,2006/08/22 8:25,,Assessed in person,NULL,NULL,NULL,1,2006/08/22 8:25
2006/08/30 14:19,NULL,92,95353,89,1,2006/09/04 13:00,,Assessed in person,NULL,NULL,NULL,1,2006/09/04 13:00
2006/08/22 18:57,NULL,118,95182,333,1,2006/08/22 19:00,,Assessed in person,NULL,NULL,NULL,1,2006/08/22 19:00
2006/10/25 10:53,NULL,32,95120,333,1,2006/10/25 19:25,,Assessed in person,NULL,NULL,NULL,1,2006/10/25 19:25
2006/09/07 16:13,NULL,236,94758,264,1,2006/09/11 18:00,,Assessed in person,NULL,NULL,NULL,1,2006/09/11 18:00
2006/10/16 20:59,NULL,74,94711,264,1,2006/10/17 20:30,,Assessed in person,NULL,NULL,NULL,1,2006/10/17 20:30
2006/10/03 15:00,NULL,32,94567,333,1,2006/10/05 18:00,,Assessed in person,NULL,NULL,NULL,1,2006/10/05 18:00
2006/09/15 16:03,NULL,168,94566,203,1,2006/09/19 19:00,,Assessed in person,NULL,NULL,NULL,1,2006/09/19 19:00
2007/08/17 11:48,NULL,107,94316,89,1,2007/08/17 12:47,,Phone assessed,NULL,NULL,NULL,1,2007/08/17 12:47
2006/11/28 18:15,NULL,91,94218,169,1,2006/12/05 18:30,,Assessed in person,NULL,NULL,NULL,1,2006/12/05 18:30
2006/09/26 11:41,NULL,122,94086,183,1,2006/09/26 14:00,,Assessed in person,NULL,NULL,NULL,1,2006/09/26 14:00
2006/09/25 14:03,NULL,278,93964,183,1,2006/09/27 20:15,,Assessed in person,NULL,NULL,NULL,1,2006/09/27 20:15
2006/08/30 14:12,NULL,122,93732,183,1,2006/08/05 15:45,,Assessed in person,NULL,NULL,NULL,1,2006/08/05 15:45
2006/09/15 15:43,NULL,168,93703,186,1,2006/09/19 20:30,,Assessed in person,NULL,NULL,NULL,1,2006/09/19 20:30
2006/09/04 14:43,NULL,107,93609,89,1,2006/09/04 17:00,,Assessed in person,NULL,NULL,NULL,1,2006/09/04 17:00
2006/09/08 19:46,NULL,32,93493,333,1,2006/09/13 22:38,,Assessed in person,NULL,NULL,NULL,1,2006/09/13 22:38
2006/09/04 19:16,NULL,278,93461,276,1,2006/09/15 21:10,,Assessed in person,NULL,NULL,NULL,1,2006/09/15 21:10
2006/09/19 12:32,NULL,122,93212,276,1,2006/09/19 12:32,,Assessed in person,NULL,NULL,NULL,1,2006/09/19 12:32
2006/09/04 15:26,NULL,122,93093,276,1,2006/09/06 14:21,,Assessed in person,NULL,NULL,NULL,1,2006/09/06 14:21
2006/10/12 17:55,NULL,122,92839,203,1,2006/10/13 21:14,,Assessed in person,NULL,NULL,NULL,1,2006/10/13 21:14
2006/08/21 10:46,NULL,335,92611,203,1,2006/08/23 20:27,,Assessed in person,NULL,NULL,NULL,1,2006/08/23 20:27
2006/09/22 14:11,NULL,332,92567,333,1,2006/09/27 23:03,,Assessed in person,NULL,NULL,NULL,1,2006/09/27 23:03
2006/10/11 20:24,NULL,11,92373,183,1,2006/10/17 11:52,,Assessed in person,NULL,NULL,NULL,1,2006/10/17 11:52
2006/09/15 10:28,NULL,122,92291,276,1,2006/09/19 21:06,,Assessed in person,NULL,NULL,NULL,1,2006/09/19 21:06
2006/09/08 10:47,NULL,122,92140,276,1,2006/09/08 20:37,,Assessed in person,NULL,NULL,NULL,1,2006/09/08 20:37
2006/10/11 18:57,NULL,122,92015,183,1,2006/10/12 21:02,,Assessed in person,NULL,NULL,NULL,1,2006/10/12 21:02
2006/09/14 18:50,NULL,278,91892,183,1,2006/09/27 18:43,,Assessed in person,NULL,NULL,NULL,1,2006/09/27 18:43
2006/09/11 10:37,NULL,278,91838,183,1,2006/09/15 21:02,,Assessed in person,NULL,NULL,NULL,1,2006/09/15 21:02
2006/10/26 18:29,NULL,122,91741,183,1, 2006/10/30 12:30,,Assessed in person,NULL,NULL,NULL,1,2006/10/30 16:49
2006/09/06 14:30,NULL,168,91593,203,1,2006/09/25 20:07,,Assessed in person,NULL,NULL,NULL,1,2006/09/25 20:07
2006/11/01 20:30,NULL,122,91584,183,1,2006/11/02 19:00,,Assessed in person,NULL,NULL,NULL,1,2006/11/06 13:34
2006/09/01 11:18,NULL,332,91543,89,1,2006/09/01 20:08,,Assessed in person,NULL,NULL,NULL,1,2006/09/01 20:08
2006/11/24 10:27,NULL,122,91330,7,1,2006/11/27 14:41,,Assessed in person,NULL,NULL,NULL,1,2006/11/27 14:41
2006/08/11 10:14,NULL,335,91283,203,1,2006/08/17 17:11,,Assessed in person,NULL,NULL,NULL,1,2006/08/17 17:11
2006/09/11 11:15,NULL,278,91132,183,1,2006/09/15 17:18,,Assessed in person,NULL,NULL,NULL,1,2006/09/15 17:18
2006/12/22 13:11,NULL,122,91022,7,1,2006/12/27 20:15,,Assessed in person,NULL,NULL,NULL,1,2006/12/27 20:15
2006/11/21 16:03,NULL,278,90986,7,1,2006/11/22 17:58,,Assessed in person,NULL,NULL,NULL,1,2006/11/22 17:58
2006/11/07 20:07,NULL,122,90905,183,1,2006/11/09 11:46,,Assessed in person,NULL,NULL,NULL,1,2006/11/09 11:46
2006/10/04 15:08,NULL,91,90807,322,1,2006/10/06 20:37,,Assessed in person,NULL,NULL,NULL,1,2006/10/06 20:37
2006/08/10 12:25,NULL,335,90803,186,1,2006/08/11 13:07,,Assessed in person,NULL,NULL,NULL,1,2006/08/11 13:07
2006/08/30 15:36,NULL,107,90581,186,1,2006/09/01 13:52,,Assessed in person,NULL,NULL,NULL,1,2006/09/01 13:52
2006/08/21 10:32,NULL,107,90372,186,1,2006/08/22 14:18,,Assessed in person,NULL,NULL,NULL,1,2006/08/22 14:18
2006/10/10 14:58,NULL,186,90343,186,1,2006/10/10 14:58,,Assessed in person,NULL,NULL,NULL,1,2006/10/10 14:58
2006/10/25 16:20,NULL,196,90274,196,1,2006/10/25 16:20,,Assessed in person,NULL,NULL,NULL,1,2006/10/25 16:20
2006/08/07 11:48,NULL,308,90201,186,1,2006/08/08 13:48,,Assessed in person,NULL,NULL,NULL,1,2006/08/08 13:48
2006/08/07 10:06,NULL,335,90139,276,1,2006/08/08 14:24,,Assessed in person,NULL,NULL,NULL,1,2006/08/08 14:24
2006/09/27 11:27,NULL,168,89893,203,1,2006/09/29 10:06,,Assessed in person,NULL,NULL,NULL,1,2006/09/29 10:06
2006/07/28 16:09,NULL,335,89844,203,1,2006/08/01 14:03,,Assessed in person,NULL,NULL,NULL,1,2006/08/01 14:03
2006/11/29 11:08,NULL,168,89703,89,1,2006/12/04 16:03,,Assessed in person,NULL,NULL,NULL,1,2006/12/04 16:03
2006/07/20 14:28,NULL,170,89337,170,1,2006/07/20 14:33,,Assessed in person,NULL,NULL,NULL,1,2006/07/20 14:33
2006/10/02 14:14,NULL,118,89221,333,1,2006/10/06 20:56,,Assessed in person,NULL,NULL,NULL,1,2006/10/06 20:56
2008/08/18 20:07,NULL,348,89206,348,1,2008/08/18 20:07,,Assessed in person,NULL,NULL,NULL,1,2008/08/18 20:07
2006/08/23 9:54,NULL,332,89033,322,1,2006/08/23 9:54,,Assessed in person,NULL,NULL,NULL,1,2006/08/23 9:54
2006/07/25 17:14,NULL,118,88616,333,1,2006/07/28 17:23,,Assessed in person,NULL,NULL,NULL,1,2006/07/28 17:23
2006/11/09 10:39,NULL,278,88107,7,1,2006/11/09 10:39,,Assessed in person,NULL,NULL,NULL,1,2006/11/09 10:39
2006/07/06 20:08,NULL,170,87888,170,1,2006/07/06 20:08,,Assessed in person,NULL,NULL,NULL,1,2006/07/06 20:08
2006/07/11 14:22,NULL,272,87683,264,1,2006/07/13 21:40,,Assessed in person,NULL,NULL,NULL,1,2006/07/13 21:40
2006/09/28 16:38,NULL,278,87571,276,1,2006/10/02 14:20,,Assessed in person,NULL,NULL,NULL,1,2006/10/02 14:20
2006/08/23 19:47,NULL,354,87297,276,1,2006/08/30 11:27,,Assessed in person,NULL,NULL,NULL,1,2006/08/30 11:27
2006/08/24 14:41,NULL,335,87207,186,1,2006/08/24 14:41,,Assessed in person,NULL,NULL,NULL,1,2006/08/24 14:41
2006/07/03 15:30,NULL,170,87084,170,1,2006/07/03 15:30,,Assessed in person,NULL,NULL,NULL,1,2006/07/03 15:30
2006/07/06 10:12,NULL,335,87016,354,1,2006/07/06 20:54,,Assessed in person,NULL,NULL,NULL,1,2006/07/06 20:54
2006/06/30 16:32,NULL,276,86842,276,1,2006/07/10 19:39,,Assessed in person,NULL,NULL,NULL,1,2006/07/10 19:39
2006/10/10 12:27,NULL,168,86698,203,1,2006/10/10 12:27,,Assessed in person,NULL,NULL,NULL,1,2006/10/10 12:27
2006/07/28 11:35,NULL,292,86607,203,1,2006/08/09 19:52,,Assessed in person,NULL,NULL,NULL,1,2006/08/09 19:52
2006/06/29 14:41,NULL,186,86605,186,1,2006/06/30 16:40,,Assessed in person,NULL,NULL,NULL,1,2006/06/30 16:40
2006/07/24 17:20,NULL,335,86483,203,1,2006/07/28 10:30,,Assessed in person,NULL,NULL,NULL,1,2006/07/28 10:30
2006/10/12 11:38,NULL,91,86297,354,1,2006/10/12 20:15,,Assessed in person,NULL,NULL,NULL,1,2006/10/12 20:15
2006/12/18 19:35,NULL,91,86196,170,1,2006/12/18 19:35,,Assessed in person,NULL,NULL,NULL,1,2006/12/18 19:35
2006/08/23 11:10,NULL,91,86194,354,1,2006/08/29 15:01,,Assessed in person,NULL,NULL,NULL,1,2006/08/29 15:01
2006/08/08 10:37,NULL,168,86075,203,1,2006/08/09 14:31,,Assessed in person,NULL,NULL,NULL,1,2006/08/09 14:31
2006/07/05 10:14,NULL,118,86013,333,1,2006/07/06 21:38,,Assessed in person,NULL,NULL,NULL,1,2006/07/06 21:38
2006/06/23 14:49,NULL,322,85635,322,1,2006/06/23 14:49,,Assessed in person,NULL,NULL,NULL,1,2006/06/23 14:49
2006/07/10 14:07,NULL,335,85468,276,1,2006/07/12 17:48,,Assessed in person,NULL,NULL,NULL,1,2006/07/12 17:48
2006/06/28 11:34,NULL,335,85240,354,1,2006/07/03 19:02,,Assessed in person,NULL,NULL,NULL,1,2006/07/03 19:02
2006/07/13 11:37,NULL,335,85222,276,1,2006/07/13 20:00,,Phone Assessed,NULL,NULL,NULL,1,2006/07/13 20:00
2006/07/25 10:54,NULL,335,85111,276,1,2006/07/28 20:00,,Assessed in person,NULL,NULL,NULL,1,2006/07/28 20:00
2006/08/22 17:03,NULL,335,85090,276,1,2006/08/23 20:30,,Assessed in person,NULL,NULL,NULL,1,2006/08/23 20:30
2006/07/04 11:15,NULL,335,85028,354,1,2006/07/06 20:30,,Assessed in person,NULL,NULL,NULL,1,2006/07/06 20:30
2006/07/04 18:53,NULL,335,84847,163,1,2006/07/07 18:34,,Assessed in person,NULL,NULL,NULL,1,2006/07/07 18:34
2007/01/24 17:19,NULL,91,84808,160,1,2007/02/01 15:36,,Assessed in person,NULL,NULL,NULL,1,2007/02/01 15:36
2005/10/19 17:27,NULL,236,22166,264,1,2005/10/27 20:43,,Assessed in person,NULL,NULL,NULL,1,2005/10/27 20:43
2006/10/24 18:14,NULL,74,114425,196,1,2006/10/27 19:09,,Assessed in person,NULL,NULL,NULL,1,2006/10/27 19:09
2006/06/20 18:43,NULL,186,84789,186,1,2006/06/27 14:37,,Assessed in person,NULL,NULL,NULL,1,2006/06/27 14:37
2006/07/03 17:11,NULL,92,84758,322,1,2006/07/12 19:00,,Assessed in person,NULL,NULL,NULL,1,2006/07/12 19:00
2007/06/26 20:04,NULL,295,84611,295,1,2007/06/26 20:04,,Assessed in person,NULL,NULL,NULL,1,2007/06/26 20:04
2006/06/20 12:00,NULL,333,84496,333,1,2006/06/20 13:27,,Assessed in person,NULL,NULL,NULL,1,2006/06/20 13:27
2006/06/19 14:32,NULL,333,84495,333,1,2006/06/26 20:30,,Assessed in person,NULL,NULL,NULL,1,2006/06/26 20:30
2006/07/27 12:00,NULL,91,84390,160,1,2006/07/26 18:30,,Assessed in person,NULL,NULL,NULL,1,2006/07/26 18:30
2006/07/28 18:20,NULL,335,84315,276,1,2006/08/02 20:00,,Assessed in person,NULL,NULL,NULL,1,2006/08/02 20:00
2011/05/05 16:40,NULL,187,84252,190,1,2011/05/06 13:30,,Phone Assessed,NULL,NULL,NULL,1,2011/05/06 13:30
2006/07/28 0:00,NULL,92,84207,322,1,2006/07/31 20:00,,Assessed in person,NULL,NULL,NULL,1,2006/07/31 20:00
2006/09/14 0:00,NULL,335,84198,203,1,2006/09/26 0:00,,Assessed in person,NULL,NULL,NULL,1,2006/09/26 0:00
2006/06/20 12:00,NULL,168,83937,196,1,2006/06/20 12:00,,Assessed in person,NULL,NULL,NULL,1,2006/06/20 12:00
2006/06/26 15:14,NULL,118,83116,333,1,2006/06/26 15:14,,Assessed in person,NULL,NULL,NULL,1,2006/06/26 15:14
2006/08/10 0:00,NULL,335,82972,196,1,2006/08/10 19:00,,Assessed in person,NULL,NULL,NULL,1,2006/08/10 19:00
2006/06/26 0:00,NULL,168,82919,196,1,2006/07/03 19:30,,Assessed in person,NULL,NULL,NULL,1,2006/07/03 19:30
2006/06/27 14:08,NULL,278,82852,354,1,2006/06/30 19:30,,Assessed in person,NULL,NULL,NULL,1,2006/06/30 19:30
2006/08/29 12:10,NULL,278,82806,183,1,2006/08/31 19:00,,Assessed in person,NULL,NULL,NULL,1,2006/08/31 19:00
2006/11/13 0:00,NULL,278,82803,7,1,2006/11/16 20:00,,Assessed in person,NULL,NULL,NULL,1,2006/11/16 20:00
2006/09/04 0:00,NULL,221,82749,186,1,2006/09/14 15:42,,Assessed in person,NULL,NULL,NULL,1,2006/09/14 15:42
2006/06/13 10:23,NULL,186,82578,186,1,2006/06/13 19:30,,Assessed in person,NULL,NULL,NULL,1,2006/06/13 19:30
2006/07/02 10:37,NULL,335,82501,276,1,2006/07/31 12:00,,Assessed in person,NULL,NULL,NULL,1,2006/07/31 12:00
2006/06/22 0:00,NULL,168,82437,186,1,2006/06/23 18:00,,Assessed in person,NULL,NULL,NULL,1,2006/06/23 18:00
2006/06/09 16:19,NULL,170,82422,170,1,2006/06/09 16:19,,Assessed in person,NULL,NULL,NULL,1,2006/06/09 16:19
2006/08/17 0:00,NULL,91,82111,196,1,2006/08/18 18:30,,Assessed in person,NULL,NULL,NULL,1,2006/08/18 18:30
2006/06/22 0:00,NULL,278,82108,276,1,2006/06/28 7:30,,Assessed in person,NULL,NULL,NULL,1,2006/06/28 7:30
2006/10/20 12:55,NULL,168,82016,186,1,2006/10/24 19:00,,Assessed in person,NULL,NULL,NULL,1,2006/10/24 19:00
2006/06/29 12:23,NULL,335,81992,354,1,2006/07/04 19:00,,Assessed in person,NULL,NULL,NULL,1,2006/07/04 19:00
2006/06/15 17:47,NULL,91,81881,160,1,2006/06/21 19:00,,Assessed in person,NULL,NULL,NULL,1,2006/06/21 19:00
2006/06/13 14:42,NULL,91,81875,354,1,2006/06/13 14:42,,Assessed in person,NULL,NULL,NULL,1,2006/06/13 14:42
2006/07/14 17:08,NULL,107,81834,163,1,2006/07/27 19:00,,Assessed in person,NULL,NULL,NULL,1,2006/07/27 19:00
2007/07/12 12:14,NULL,91,81825,160,1,2007/07/17 20:30,,Phone Assessed,NULL,NULL,NULL,1,2007/07/17 20:30
2006/06/07 16:42,NULL,186,81612,186,1,2006/06/07 16:42,,Assessed in person,NULL,NULL,NULL,1,2006/06/07 16:42
2006/07/28 11:12,NULL,118,81575,333,1,2006/07/28 16:00,,Assessed in person,NULL,NULL,NULL,1,2006/07/28 16:00
2006/06/12 14:37,NULL,186,81564,186,1,2006/06/12 12:00,,Assessed in person,NULL,NULL,NULL,1,2006/06/12 12:00
2006/07/04 20:39,NULL,335,81411,322,1,2006/07/11 19:30,,Assessed in person,NULL,NULL,NULL,1,2006/07/11 19:30
2006/08/16 10:30,NULL,335,81303,203,1,2006/08/24 11:50,,Assessed in person,NULL,NULL,NULL,1,2006/08/24 11:50
2006/07/21 11:20,NULL,272,81258,354,1,2006/07/31 19:30,,Assessed in person,NULL,NULL,NULL,1,2006/07/31 19:30
2006/10/06 14:40,NULL,278,81172,183,1,2006/10/12 19:00,,Assessed in person,NULL,NULL,NULL,1,2006/10/12 19:00
2006/06/27 17:46,NULL,168,81148,196,1,2006/07/19 17:30,,Assessed in person,NULL,NULL,NULL,1,2006/07/19 17:30
2006/06/29 20:24,NULL,118,81144,333,1,2006/06/30 19:00,,Assessed in person,NULL,NULL,NULL,1,2006/06/30 19:00
2006/06/05 15:24,NULL,272,80935,196,1,2006/06/07 19:00,,Assessed in person,NULL,NULL,NULL,1,2006/06/07 19:00
2006/06/02 12:42,NULL,92,81258,322,1,2006/06/12 20:00,,Assessed in person,NULL,NULL,NULL,1,2006/06/12 20:00
2006/01/16 10:06,NULL,333,80776,333,1,2007/01/16 10:06,,Assessed in person,NULL,NULL,NULL,1,2007/01/16 10:06
